,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
535,41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,3,No,15,3,2,23,2,21,6,12,6
536,60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,8,No,14,3,4,10,3,2,2,2,2
537,27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,1,No,21,4,3,9,2,9,7,1,7
538,41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,1,No,12,3,2,22,3,22,7,2,10
539,50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,7,No,15,3,4,4,3,2,2,2,2
540,28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,7,Yes,13,3,4,10,3,7,7,3,7
541,36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,9,No,14,3,1,10,3,8,7,0,5
542,38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,4,Yes,14,3,4,10,4,1,0,0,0
543,44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,2,No,14,3,3,9,3,5,2,1,4
544,47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,28,2,22,2,11,13
545,30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,7,No,23,4,4,10,2,8,7,7,7
546,29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,1,No,11,3,3,1,3,1,0,0,0
547,42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,6,Yes,12,3,4,7,3,2,2,2,2
548,43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,3,No,18,3,3,7,3,2,2,2,2
549,34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,3,No,11,3,4,10,3,5,1,4,3
550,23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,1,No,14,3,4,5,4,4,3,0,2
551,39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,9,No,15,3,3,12,1,8,3,3,6
552,56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,7,No,11,3,3,30,2,10,7,1,1
553,40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,0,Yes,20,4,4,5,2,4,2,2,3
554,27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,8,No,19,3,1,9,1,7,6,0,7
555,29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,1,No,14,3,4,2,3,2,2,2,2
556,53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2,No,17,3,4,19,3,2,2,2,2
557,35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,2,No,11,3,1,16,4,1,0,0,0
558,32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,1,No,15,3,4,10,3,10,8,4,7
559,38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,6,Yes,13,3,2,6,1,1,0,0,1
560,34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,3,No,14,3,3,7,3,0,0,0,0
561,52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,1,No,11,3,1,34,4,34,6,1,16
562,33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,1,Yes,13,3,3,10,2,10,9,7,8
563,25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,1,No,23,4,2,6,2,6,5,1,4
564,45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,0,No,13,3,1,9,3,8,7,3,1
565,23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,1,No,18,3,4,2,3,2,2,0,2
566,47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,4,Yes,12,3,4,8,3,5,4,1,3
567,34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,1,No,22,4,3,6,3,6,5,1,4
568,55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,5,Yes,13,3,4,24,3,5,2,1,4
569,36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,1,No,15,3,2,10,3,10,7,0,9
570,52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,0,No,18,3,1,5,3,4,3,1,2
571,26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,3,No,14,3,1,5,3,2,2,2,0
572,29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4,No,12,3,1,11,2,8,7,1,1
573,26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,6,No,17,3,3,6,2,4,3,1,2
574,34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,2,No,16,3,3,10,3,4,2,1,3
575,54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,9,Yes,11,3,2,9,3,5,3,1,4
576,27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,0,No,19,3,2,5,3,4,2,1,1
577,37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,0,Yes,13,3,2,6,2,5,3,4,3
578,38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,6,Yes,12,3,4,17,3,15,7,4,12
579,34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,1,No,11,3,3,6,3,6,5,1,3
580,35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,1,No,16,3,2,3,2,3,2,0,2
581,30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3,No,21,4,3,7,3,2,2,0,2
582,40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,1,No,24,4,4,8,3,8,7,3,7
583,34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,5,No,17,3,2,6,3,3,2,1,2
584,42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,1,No,13,3,2,24,2,24,7,14,9
585,23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1,Yes,21,4,3,1,3,0,0,0,0
586,24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,1,No,11,3,3,1,3,1,0,0,0
587,52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,8,No,20,4,2,9,3,5,2,1,4
588,50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,5,No,16,3,4,30,3,4,3,0,3
589,29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,1,Yes,11,3,4,1,3,1,0,0,0
590,33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,0,No,11,3,4,14,4,13,9,3,7
591,33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5,No,15,3,3,6,3,3,2,0,2
592,47,No,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,1,Yes,11,3,3,26,2,26,14,3,0
593,36,No,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,0,No,15,3,1,10,3,9,7,0,5
594,29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,1,No,24,4,3,10,3,10,7,0,7
595,58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,7,Yes,12,3,4,40,3,31,15,13,8
596,35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,3,No,13,3,3,7,3,2,2,2,2
597,42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,9,Yes,13,3,4,8,3,4,3,0,2
598,28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,6,No,17,3,4,5,2,2,2,2,1
599,36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,4,No,13,3,2,8,3,5,2,0,4
600,32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,1,No,12,3,3,14,3,14,13,6,8
601,40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,6,No,14,3,4,10,3,1,0,0,0
602,30,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,5,Yes,24,4,2,12,2,0,0,0,0
603,45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,1,No,14,3,4,1,3,1,0,0,0
604,42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,1,No,13,3,4,10,2,9,8,7,8
605,38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,2,No,15,3,3,13,2,4,3,1,2
606,34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,1,No,16,3,3,6,3,5,2,1,3
607,49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,1,No,18,3,1,9,4,9,8,7,7
608,55,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,4,No,16,3,3,12,2,9,7,7,3
609,43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,6,No,24,4,3,22,3,4,1,1,0
610,27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,1,Yes,16,3,2,9,3,9,8,0,8
611,35,No,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,3,No,21,4,2,17,4,8,5,1,6
612,28,No,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,1,Yes,20,4,1,8,3,8,7,7,5
613,34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,0,No,19,3,3,4,1,3,2,0,2
614,26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,1,Yes,14,3,1,8,3,8,7,1,7
615,27,No,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1,No,11,3,3,0,2,0,0,0,0
616,51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,2,No,14,3,3,29,2,20,6,4,17
617,44,No,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,9,No,12,3,4,10,2,5,2,2,3
618,25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,7,No,13,3,3,6,2,4,3,0,1
619,33,No,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,1,No,22,4,1,9,3,9,8,0,8
620,35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,1,No,11,3,4,6,2,6,5,1,1
621,36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,1,Yes,14,3,4,18,2,18,14,4,11
622,32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,2,No,11,3,3,8,2,5,2,0,3
623,30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,9,No,12,3,2,10,2,5,4,0,3
624,53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,7,Yes,18,3,4,35,3,5,2,0,4
625,45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,4,Yes,12,3,3,18,3,5,4,0,2
626,32,No,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5,No,12,3,3,9,2,5,3,1,3
627,52,No,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,3,No,22,4,3,31,3,9,8,0,0
628,37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,4,No,19,3,4,9,3,1,0,0,0
629,28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,1,No,13,3,4,6,3,5,1,0,4
630,22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,6,No,22,4,1,4,1,2,2,2,2
631,44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2,Yes,24,4,3,10,2,3,2,0,2
632,42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,5,Yes,14,3,4,8,3,2,1,2,2
633,36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,0,No,21,4,3,6,3,5,4,0,3
634,25,No,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,1,Yes,18,3,4,5,3,5,3,0,3
635,35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,1,Yes,20,4,2,17,3,17,14,5,15
636,35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,1,Yes,19,3,1,10,2,10,2,7,8
637,32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,0,No,12,3,2,4,3,3,0,0,2
638,25,No,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,1,No,12,3,1,5,4,5,2,0,3
639,49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,2,No,16,3,2,7,3,4,2,0,2
640,24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,0,No,17,3,4,6,2,5,2,3,4
641,32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,1,No,14,3,4,10,3,10,8,5,3
642,38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,0,No,19,3,4,3,3,2,2,1,2
643,42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,2,Yes,13,3,2,17,2,5,3,1,3
644,31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,3,Yes,19,3,2,8,3,6,4,0,2
645,29,Yes,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,6,Yes,19,3,3,5,3,3,2,0,2
646,53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,5,No,14,3,3,28,3,2,0,2,2
647,35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,3,No,16,3,1,16,3,13,10,4,8
648,37,No,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,5,No,15,3,2,10,3,5,4,0,0
649,53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,6,No,18,3,3,33,3,12,9,3,8
650,43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,4,No,13,3,2,12,2,5,2,2,2
651,47,No,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,0,Yes,22,4,1,8,3,7,6,7,7
652,37,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,1,Yes,13,3,4,10,3,10,0,0,9
653,50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,1,No,11,3,4,31,3,31,6,14,7
654,39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,8,No,11,3,3,13,3,5,4,0,4
655,33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,3,Yes,11,3,3,7,4,4,3,0,3
656,32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,1,Yes,24,4,3,1,1,1,0,0,1
657,29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,6,No,14,3,3,8,3,4,3,0,3
658,44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,1,Yes,13,3,4,8,3,8,7,7,1
659,28,No,Travel_Rarely,821,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,1,No,14,3,2,4,3,4,2,0,2
660,58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,9,Yes,14,3,4,3,2,1,0,0,0
661,43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4,No,21,4,3,4,4,1,0,0,0
662,20,Yes,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,1,No,13,3,4,2,2,2,2,0,2
663,21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,1,No,19,3,1,1,2,1,0,0,0
664,36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,0,Yes,17,3,1,17,2,16,8,4,11
665,47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,1,Yes,18,3,1,3,2,3,2,1,2
666,22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,0,Yes,19,3,1,4,4,3,2,0,2
667,41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,4,Yes,13,3,3,10,2,7,7,1,0
668,28,No,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,5,No,18,3,2,6,3,2,2,2,2
669,39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,7,Yes,21,4,4,8,1,2,2,2,2
670,27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,1,No,19,3,3,1,3,1,1,0,0
671,34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,1,No,14,3,2,1,3,1,0,1,0
672,42,No,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,7,No,17,3,1,10,3,5,4,0,3
673,33,No,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,3,Yes,11,3,2,6,3,3,2,0,2
674,58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,2,Yes,13,3,4,24,3,6,0,0,4
675,31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,3,No,15,3,2,13,4,7,7,5,2
676,35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,1,Yes,25,4,4,10,1,10,6,0,7
677,49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,4,No,11,3,3,29,2,26,9,1,7
678,48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,4,No,17,3,1,13,2,0,0,0,0
679,31,No,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,1,No,13,3,4,9,2,9,8,0,0
680,36,No,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,2,No,18,3,3,8,3,6,2,0,1
681,38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,1,No,13,3,2,15,3,15,12,5,11
682,32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,6,No,20,4,3,5,3,3,0,0,2
683,25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,1,Yes,18,3,3,1,3,1,0,0,0
684,40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,2,No,12,3,2,11,2,1,0,0,0
685,26,No,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,1,No,12,3,2,7,3,7,7,0,7
686,41,No,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,2,Yes,13,3,3,20,3,18,13,2,17
687,36,No,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,4,No,21,4,3,16,3,11,8,3,9
688,19,Yes,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,1,Yes,13,3,2,1,4,1,0,0,0
689,20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,1,No,19,3,2,1,3,1,0,0,0
690,31,No,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,0,Yes,11,3,3,10,1,9,7,8,5
691,40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,8,Yes,14,3,4,3,3,1,1,0,0
692,32,No,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,1,No,12,3,3,8,4,8,7,6,3
693,36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,1,Yes,11,3,1,16,3,16,7,3,7
694,33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,0,No,14,3,1,6,3,5,0,1,4
695,37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,5,No,11,3,3,17,1,14,1,11,7
696,45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,1,No,12,3,2,9,2,9,7,0,8
697,29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,1,No,15,3,2,3,3,3,1,0,2
698,35,No,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,1,No,16,3,2,5,3,5,2,1,0
699,52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,2,No,15,3,2,26,2,9,8,7,8
700,58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,4,No,24,4,1,7,3,1,0,0,0
701,53,No,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,6,No,13,3,3,22,4,17,13,15,2
702,30,No,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,5,No,11,3,1,10,4,8,4,7,7
703,38,No,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,1,Yes,13,3,2,6,3,5,3,1,3
704,35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,6,No,13,3,2,12,3,10,9,0,8
